uid,sx,sy,sz,nx,ny,nz,iso,aniso,fov,dtype,cluster,label
dzr1yxr2,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
dhylurtp,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
0lzjjege,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
t1ghr09s,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
kdgigatj,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
9tze5r5u,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
qpgb7r3o,1.468269944190979,1.468269944190979,1.5,128,128,90,1.4788466294606526,1.0216105055712383,170.29236857096353,uint16,5,0.0
cwbfuk9e,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
1v2isqp4,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
9kwv08hh,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
xfgcaqvk,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
izzqy72w,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
x7ptx63c,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
fl0ukeyz,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
7srcbplj,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
d84u89yj,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
b1qx6gvw,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
rdmly4ly,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
k83tqll8,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
os9xtogn,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
1w1ht7pz,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
e9vifttd,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
96qe3rzs,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
j49itn7s,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
55j2o7s3,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
kkv9rftm,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
ttqlgzui,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
1b0z3nx3,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
9rbsv55p,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
sq0oxfq8,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
myx444nl,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
z15bcw79,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
0pdw5py6,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
b2knftu2,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
gc5wi6fq,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
jja26yfp,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
mvxpj4hn,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
riuu9k9x,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
juy0bvr6,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
k2vmwwyz,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
x4w6xlpu,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
0dk0get8,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
t63j3r30,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
me8f8409,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
82n2atqy,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
yv37dia5,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
u6hc36ko,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
f8krd5eq,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
y08p0fod,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
ro8bnp84,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
dyt9moge,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
4qxxva2i,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
euc1hh5l,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
f6a4fejg,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
xaa2ilgb,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
0s0r2sds,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
8b25sq8c,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,0.0
royr6ccv,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
cjwtl9tq,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
vdz4x1zh,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
qimqodpx,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
nf7c3dd0,3.8953697681427,3.8953697681427,3.8953697681427,128,128,128,3.8953697681427,1.0,498.6073303222656,uint16,4,1.0
3uvulemx,1.612339973449707,1.612339973449707,3.0,128,128,44,2.074893315633138,1.860649769528013,181.58634440104166,uint16,0,0.0
15z8vmuh,1.5094399452209473,1.5094399452209473,3.0,128,128,45,2.006293296813965,1.9874921221598314,173.8055419921875,uint16,0,0.0
xid4n1u3,1.5711899995803833,1.5711899995803833,3.0,128,128,44,2.0474599997202554,1.90938078832045,178.07487996419272,uint16,0,1.0
493wxa73,1.5437300205230713,1.5437300205230713,3.0,128,128,45,2.029153347015381,1.943344989160405,176.73162841796875,uint16,0,1.0
jgzlma5u,1.62608003616333,1.62608003616333,3.0,128,128,45,2.08405335744222,1.844927637804581,183.75882975260416,uint16,0,0.0
ofwb0hpm,1.6535199880599976,1.6535199880599976,3.0,128,128,49,2.102346658706665,1.8143113005363596,190.10037231445312,uint16,0,0.0
nz1udbfw,1.6192200183868408,1.6192200183868408,3.0,128,128,45,2.079480012257894,1.8527438926976525,183.1734415690104,uint16,0,1.0
yjxrpj1e,1.639799952507019,1.639799952507019,3.0,128,128,45,2.0931999683380127,1.8294914543773648,184.92959594726562,uint16,0,0.0
pkyrybov,1.564329981803894,1.564329981803894,3.0,128,128,45,2.042886654535929,1.9177539489082573,178.48949178059897,uint16,0,0.0
akhejla0,1.5849100351333618,1.5849100351333618,3.0,128,128,45,2.0566066900889077,1.8928519180885657,180.24565633138022,uint16,0,0.0
gnzs43c5,1.468269944190979,1.468269944190979,1.5,128,128,90,1.4788466294606526,1.0216105055712383,170.29236857096353,uint16,5,1.0
ba75uuzp,1.45455002784729,1.45455002784729,1.5,128,128,90,1.46970001856486,1.031246757610651,169.1216023763021,uint16,5,0.0
eal2w37d,1.468269944190979,1.468269944190979,1.5,128,128,90,1.4788466294606526,1.0216105055712383,170.29236857096353,uint16,5,0.0
4ivsolml,1.468269944190979,1.468269944190979,1.5,128,128,90,1.4788466294606526,1.0216105055712383,170.29236857096353,uint16,5,1.0
gses6m03,1.530019998550415,1.530019998550415,3.0,128,128,45,2.0200133323669434,1.9607586847507132,175.56170654296875,uint16,0,0.0
3ifhv1xg,1.468269944190979,1.468269944190979,1.5,128,128,90,1.4788466294606526,1.0216105055712383,170.29236857096353,uint16,5,0.0
1r11q7uw,1.4819799661636353,1.4819799661636353,1.5,128,128,96,1.48798664410909,1.012159431468573,174.46229044596353,uint16,5,0.0
w5wfcpkj,1.468269944190979,1.468269944190979,1.5,128,128,86,1.4788466294606526,1.0216105055712383,168.29236857096353,uint16,5,0.0
cslqc3c5,1.4614100456237793,1.4614100456237793,1.5,128,128,90,1.4742733637491863,1.0264059731160184,169.70699055989584,uint16,5,0.0
4wsqt26q,1.5368800163269043,1.5368800163269043,3.0,128,128,45,2.0245866775512695,1.952006642112445,176.1470947265625,uint16,0,0.0
3xlrfcd6,1.468269944190979,1.468269944190979,1.5,128,128,90,1.4788466294606526,1.0216105055712383,170.29236857096353,uint16,5,0.0
mzsgipps,1.530019998550415,1.530019998550415,3.0,128,128,50,2.0200133323669434,1.9607586847507132,180.56170654296875,uint16,0,0.0
fnkomv2x,1.591770052909851,1.591770052909851,3.0,128,128,50,2.061180035273234,1.8846943341570097,185.83104451497397,uint16,0,0.0
cdyk0x65,1.6535199880599976,1.6535199880599976,3.0,128,128,55,2.102346658706665,1.8143113005363596,196.10037231445312,uint16,0,1.0
mufm8zov,1.7564400434494019,1.7564400434494019,3.0,128,128,48,2.170960028966268,1.708000231028906,197.88288370768228,uint16,0,1.0
7ln23y30,1.6192200183868408,1.6192200183868408,3.0,128,128,50,2.079480012257894,1.8527438926976525,188.1734415690104,uint16,0,1.0
ysxpnngh,1.6535199880599976,1.6535199880599976,3.0,128,128,45,2.102346658706665,1.8143113005363596,186.10037231445312,uint16,0,1.0
8riec4d1,1.6192200183868408,1.6192200183868408,3.0,128,128,46,2.079480012257894,1.8527438926976525,184.1734415690104,uint16,0,0.0
45bm1enf,1.62608003616333,1.62608003616333,3.0,128,128,45,2.08405335744222,1.844927637804581,183.75882975260416,uint16,0,0.0
313fpoyi,1.5231599807739258,1.5231599807739258,3.0,128,128,45,2.015439987182617,1.9695895624015043,174.976318359375,uint16,0,1.0
pk0qtl3q,1.598620057106018,1.598620057106018,3.0,128,128,49,2.0657467047373452,1.8766185164915923,185.41557820638022,uint16,0,0.0
4n89qkns,1.5025800466537476,1.5025800466537476,3.0,128,128,45,2.0017200311024985,1.9965658446490178,173.22016398111978,uint16,0,0.0
832ejx5t,1.5231599807739258,1.5231599807739258,3.0,128,128,45,2.015439987182617,1.9695895624015043,174.976318359375,uint16,0,1.0
d44k1j6f,1.3722200393676758,1.3722200393676758,1.5,128,128,84,1.4148133595784504,1.093119147779831,159.09611002604166,uint16,5,0.0
p8hqmabs,1.45455002784729,1.45455002784729,1.5,128,128,90,1.46970001856486,1.031246757610651,169.1216023763021,uint16,5,0.0
i9nb74x2,1.4133800268173218,1.4133800268173218,1.5,128,128,90,1.4422533512115479,1.0612856921274958,165.60842895507812,uint16,5,0.0
ek3zezqa,1.468269944190979,1.468269944190979,1.5,128,128,90,1.4788466294606526,1.0216105055712383,170.29236857096353,uint16,5,0.0
cj4t0sek,1.6329400539398193,1.6329400539398193,3.0,128,128,52,2.0886267026265464,1.8371770554355957,191.3442179361979,uint16,0,0.0
kbp2qd6v,1.468269944190979,1.468269944190979,1.5,128,128,94,1.4788466294606526,1.0216105055712383,172.29236857096353,uint16,5,1.0
asifpwio,1.674090027809143,1.674090027809143,3.0,128,128,56,2.1160600185394287,1.7920183204997975,198.85568237304688,uint16,0,1.0
xd9css9t,1.7084100246429443,1.7084100246429443,3.0,128,128,57,2.1389400164286294,1.7560187289506197,202.7843221028646,uint16,0,0.0
oqw9ja2m,1.5368800163269043,1.5368800163269043,3.0,128,128,45,2.0245866775512695,1.952006642112445,176.1470947265625,uint16,0,0.0
0w10lbt3,1.4957200288772583,1.4957200288772583,1.5,128,128,102,1.4971466859181721,1.0028614787795243,178.63477579752603,uint16,5,0.0
g2qzw3c1,1.6535199880599976,1.6535199880599976,3.0,128,128,49,2.102346658706665,1.8143113005363596,190.10037231445312,uint16,0,0.0
qkbhb7s9,1.639799952507019,1.639799952507019,3.0,128,128,55,2.0931999683380127,1.8294914543773648,194.92959594726562,uint16,0,0.0
t64z7w2s,1.639799952507019,1.639799952507019,3.0,128,128,41,2.0931999683380127,1.8294914543773648,180.92959594726562,uint16,0,0.0
ehe2atn2,1.7564400434494019,1.7564400434494019,3.0,128,128,45,2.170960028966268,1.708000231028906,194.88288370768228,uint16,0,0.0
twdl9zs1,1.7426999807357788,1.7426999807357788,3.0,128,128,45,2.161799987157186,1.7214667086490592,193.71039835611978,uint16,0,0.0
3c9xqym5,1.6329400539398193,1.6329400539398193,3.0,128,128,49,2.0886267026265464,1.8371770554355957,188.3442179361979,uint16,0,1.0
2xg8p6be,1.468269944190979,1.468269944190979,1.5,128,128,90,1.4788466294606526,1.0216105055712383,170.29236857096353,uint16,5,1.0
fflzm764,2.129159927368164,2.129159927368164,3.0,128,128,52,2.419439951578776,1.4090064167740908,233.68831380208334,uint16,0,0.0
jwtektsg,2.4150900840759277,2.4150900840759277,3.0,128,128,45,2.6100600560506186,1.242189688815634,251.08768717447916,uint16,3,1.0
7fxzv4u3,1.6535199880599976,1.6535199880599976,3.0,128,128,45,2.102346658706665,1.8143113005363596,186.10037231445312,uint16,0,0.0
bbxux1ox,1.7495800256729126,1.7495800256729126,3.0,128,128,46,2.166386683781942,1.7146972164626528,195.29749552408853,uint16,0,0.0
rwk8r2yk,1.5025800466537476,1.5025800466537476,3.0,128,128,48,2.0017200311024985,1.9965658446490178,176.22016398111978,uint16,0,1.0
ccprhvlz,1.6054799556732178,1.6054799556732178,3.0,128,128,50,2.070319970448812,1.8686000964378437,187.0009562174479,uint16,0,1.0
049enulq,1.5780500173568726,1.5780500173568726,3.0,128,128,45,2.0520333449045816,1.9010804264777348,179.66026814778647,uint16,0,0.0
jidknwi5,1.468269944190979,1.468269944190979,1.5,128,128,90,1.4788466294606526,1.0216105055712383,170.29236857096353,uint16,5,0.0
flul1rsr,1.6878299713134766,1.6878299713134766,3.0,128,128,52,2.125219980875651,1.777430221638609,196.02815755208334,uint16,0,0.0
la8s8hmb,1.6466599702835083,1.6466599702835083,3.0,128,128,56,2.097773313522339,1.8218697570473428,196.51498413085938,uint16,0,0.0
r5xqt4p5,1.468269944190979,1.468269944190979,1.5,128,128,90,1.4788466294606526,1.0216105055712383,170.29236857096353,uint16,5,0.0
01nouhtc,1.468269944190979,1.468269944190979,1.5,128,128,90,1.4788466294606526,1.0216105055712383,170.29236857096353,uint16,5,0.0
s1k9ye9o,1.468269944190979,1.468269944190979,1.5,128,128,90,1.4788466294606526,1.0216105055712383,170.29236857096353,uint16,5,0.0
2m71hssb,1.6878299713134766,1.6878299713134766,3.0,128,128,51,2.125219980875651,1.777430221638609,195.02815755208334,uint16,0,1.0
elrqvslw,1.468269944190979,1.468269944190979,1.5,128,128,90,1.4788466294606526,1.0216105055712383,170.29236857096353,uint16,5,1.0
f90km3tz,1.468269944190979,1.468269944190979,1.5,128,128,88,1.4788466294606526,1.0216105055712383,169.29236857096353,uint16,5,0.0
k3ny9v20,1.468269944190979,1.468269944190979,1.5,128,128,90,1.4788466294606526,1.0216105055712383,170.29236857096353,uint16,5,0.0
yar821uz,1.468269944190979,1.468269944190979,1.5,128,128,90,1.4788466294606526,1.0216105055712383,170.29236857096353,uint16,5,1.0
vgww4fyb,2.3601999282836914,2.3601999282836914,3.0,128,128,70,2.5734666188557944,1.2710787607647982,271.4037272135417,uint16,3,1.0
8dalfyo1,1.468269944190979,1.468269944190979,1.5,128,128,90,1.4788466294606526,1.0216105055712383,170.29236857096353,uint16,5,0.0
750cehlx,1.468269944190979,1.468269944190979,1.5,128,128,90,1.4788466294606526,1.0216105055712383,170.29236857096353,uint16,5,1.0
slg6mm1z,1.468269944190979,1.468269944190979,1.5,128,128,90,1.4788466294606526,1.0216105055712383,170.29236857096353,uint16,5,1.0
xyvgiui9,1.8820899724960327,1.8820899724960327,3.0,128,128,57,2.2547266483306885,1.59397268134923,217.60501098632812,uint16,0,1.0
kkhzlm72,1.468269944190979,1.468269944190979,1.5,128,128,90,1.4788466294606526,1.0216105055712383,170.29236857096353,uint16,5,0.0
jeyn9382,1.7152700424194336,1.7152700424194336,3.0,128,128,51,2.1435133616129556,1.7489957416666713,197.36971028645834,uint16,0,1.0
kkzmpjrh,1.5780500173568726,1.5780500173568726,3.0,128,128,49,2.0520333449045816,1.9010804264777348,183.66026814778647,uint16,0,1.0
t7zewviy,1.6054799556732178,1.6054799556732178,3.0,128,128,45,2.070319970448812,1.8686000964378437,182.0009562174479,uint16,0,0.0
twbozd1a,1.5780500173568726,1.5780500173568726,3.0,128,128,45,2.0520333449045816,1.9010804264777348,179.66026814778647,uint16,0,0.0
t7o75rh8,1.468269944190979,1.468269944190979,1.5,128,128,90,1.4788466294606526,1.0216105055712383,170.29236857096353,uint16,5,1.0
lx6dut07,2.126919984817505,2.126919984817505,3.0,128,128,45,2.4179466565450034,1.4104902964919988,226.4971720377604,uint16,0,0.0
6g5g79or,2.017159938812256,2.017159938812256,3.0,128,128,45,2.344773292541504,1.4872395303301829,217.1309814453125,uint16,0,1.0
7875aud9,1.591770052909851,1.591770052909851,3.0,128,128,45,2.061180035273234,1.8846943341570097,180.83104451497397,uint16,0,1.0
k9tr74qg,1.6946899890899658,1.6946899890899658,3.0,128,128,45,2.129793326059977,1.7702352756629987,189.6135457356771,uint16,0,0.0
efqjg02u,1.468269944190979,1.468269944190979,1.5,128,128,90,1.4788466294606526,1.0216105055712383,170.29236857096353,uint16,5,1.0
1g463sdy,1.468269944190979,1.468269944190979,1.5,128,128,90,1.4788466294606526,1.0216105055712383,170.29236857096353,uint16,5,1.0
gfliji18,2.299999952316284,2.299999952316284,2.299999952316284,128,128,128,2.299999952316284,1.0,294.3999938964844,uint16,7,1.0
k0axycel,2.299999952316284,2.299999952316284,2.299999952316284,128,128,128,2.299999952316284,1.0,294.3999938964844,uint16,7,0.0
os6zle6k,2.299999952316284,2.299999952316284,2.299999952316284,128,128,128,2.299999952316284,1.0,294.3999938964844,uint16,7,1.0
whef0vot,2.299999952316284,2.299999952316284,2.299999952316284,128,128,128,2.299999952316284,1.0,294.3999938964844,uint16,7,1.0
qtxhi15c,2.299999952316284,2.299999952316284,2.299999952316284,128,128,128,2.299999952316284,1.0,294.3999938964844,uint16,7,1.0
qzcuctsu,2.299999952316284,2.299999952316284,2.299999952316284,128,128,128,2.299999952316284,1.0,294.3999938964844,uint16,7,1.0
flsehuds,2.299999952316284,2.299999952316284,2.299999952316284,128,128,128,2.299999952316284,1.0,294.3999938964844,uint16,7,1.0
3qsqcq30,2.299999952316284,2.299999952316284,2.299999952316284,128,128,128,2.299999952316284,1.0,294.3999938964844,uint16,7,0.0
o30ubmc9,2.299999952316284,2.299999952316284,2.299999952316284,128,128,128,2.299999952316284,1.0,294.3999938964844,uint16,7,0.0
7c7bo119,2.299999952316284,2.299999952316284,2.299999952316284,128,128,128,2.299999952316284,1.0,294.3999938964844,uint16,7,0.0
xp9n56ny,2.299999952316284,2.299999952316284,2.299999952316284,128,128,128,2.299999952316284,1.0,294.3999938964844,uint16,7,0.0
xtxmgtt0,2.299999952316284,2.299999952316284,2.299999952316284,128,128,128,2.299999952316284,1.0,294.3999938964844,uint16,7,0.0
iaakytt3,2.299999952316284,2.299999952316284,2.299999952316284,128,128,128,2.299999952316284,1.0,294.3999938964844,uint16,7,0.0
imj70e3p,2.299999952316284,2.299999952316284,2.299999952316284,128,128,128,2.299999952316284,1.0,294.3999938964844,uint16,7,1.0
15ahdbvz,2.299999952316284,2.299999952316284,2.299999952316284,128,128,128,2.299999952316284,1.0,294.3999938964844,uint16,7,0.0
b0oih5cs,2.299999952316284,2.299999952316284,2.299999952316284,128,128,128,2.299999952316284,1.0,294.3999938964844,uint16,7,1.0
k30lvylk,2.299999952316284,2.299999952316284,2.299999952316284,128,128,128,2.299999952316284,1.0,294.3999938964844,uint16,7,0.0
fxhkc856,2.299999952316284,2.299999952316284,2.299999952316284,128,128,128,2.299999952316284,1.0,294.3999938964844,uint16,7,0.0
wpr97y2l,2.299999952316284,2.299999952316284,2.299999952316284,128,128,128,2.299999952316284,1.0,294.3999938964844,uint16,7,1.0
ofn1r4kz,2.299999952316284,2.299999952316284,2.299999952316284,128,128,128,2.299999952316284,1.0,294.3999938964844,uint16,7,1.0
36u8ueih,2.299999952316284,2.299999952316284,2.299999952316284,128,128,128,2.299999952316284,1.0,294.3999938964844,uint16,7,1.0
x74d0gjy,2.299999952316284,2.299999952316284,2.299999952316284,128,128,128,2.299999952316284,1.0,294.3999938964844,uint16,7,0.0
v5g10ur5,2.299999952316284,2.299999952316284,2.299999952316284,128,128,128,2.299999952316284,1.0,294.3999938964844,uint16,7,1.0
l8a78e9r,2.299999952316284,2.299999952316284,2.299999952316284,128,128,128,2.299999952316284,1.0,294.3999938964844,uint16,7,0.0
ivh6t1nt,2.299999952316284,2.299999952316284,2.299999952316284,128,128,128,2.299999952316284,1.0,294.3999938964844,uint16,7,1.0
mjsrd9q4,2.299999952316284,2.299999952316284,2.299999952316284,128,128,128,2.299999952316284,1.0,294.3999938964844,uint16,7,1.0
